text,airline_sentiment,label
wtf stuck jfk hrs delay boston cuz u say snow snow weather map wtf,negative,0
love service cheap upgrades american provides one best airlines ever good food good seats amazing thanks,positive,1
good news located crew made contact flight supposed leave minutes ago usairwaysfail,negative,0
worst minute delay boston weather relate flightd going miss connecting flight gassing plane issue,negative,0
apparently pilot made announcement engine trouble losing fuel quickly,negative,0
luggage delayed looking compensation since know charged forgot,negative,0
eventually call got sure changed thank lot though,positive,1
taken weeks cust care respond case requesting refund wi fi working get update,negative,0
wow helpful,positive,1
flight cancelled flightled trying reschedule number says call back,negative,0
free wifi impressive flyfi,positive,1
rocks horror,negative,0
cancelled flight flight way rebook website app wait minutes hold fail cc,negative,0
tooooo many cancelled flightations chain command hates,negative,0
thanks calling p redirected flight p smoothoperation,negative,0
tried filling status match form got hit error message tell went,negative,0
stranded cold texas getting sick overbooked flight gave seat away gooutofbusiness,negative,0
good luck enertainment hour flights strategy innovation work hello,negative,0
rather trying resolve customer issues options offered paying cash airport write letter justifythissupport,negative,0
password reset email incredibly slow arrive today checked spam folder web site says minutes,negative,0
hotel sent us wouldnt take voucher flight delayed cancelled flightled delayed hours counting,negative,0
hope happy officially become next profitbeforepeople imo bankrupt,negative,0
need someone management contact flying funeral make add pain want pay,negative,0
luggage severely dented missing wheel coming baggage claim san luggage agent miranda think help,negative,0
trying reach american airlines since last evening cancelled flight flights worst customer service ever,negative,0
hrs tarmac yest b cancelled flight today hr delay send txt email jfk closed amp saved trip sit,negative,0
thank,positive,1
please get plane ua,negative,0
last call customer service agent called back stuck hold air canada hope booked flight,negative,0
hrs ord another tarmac refuse move earlier flight make iflyalot bs,negative,0
fyi staff telling customers try carriers,negative,0
line full worried customers guy desk says sorry take care problems late flightr time,negative,0
got flight next day credit guys multimillion dollar company give us back credit,negative,0
ticket please refund unnecessary upgrade fee,negative,0
except working youve done nothing help,negative,0
sorry sat plane hours waiting engine fixed got luggage lost k,negative,0
hold reservations min already worstairline,negative,0
flight tomorrow already cancelled flightled,negative,0
newark land minutes early lose time waiting tarmac gate,negative,0
know thanks standard reply,negative,0
hold hours system hung twice hour holding trying correct online flight booking problems error unhappy,negative,0
bravo handling msp phx today delayed late flightr cancelled flightled missed surprise th bday reason trip never,negative,0
every time united flight got delayed big frustration,negative,0
sitting tarmac mins bc engine broken u going compensate passengers worstairline,negative,0
time call need skis go airport get faith united,negative,0
dating back nov sent back forth disgrace,negative,0
u,negative,0
thnkx bt dont help need go way way get need u charge sux neveragain,negative,0
sign,positive,1
sent conf number yesterday,negative,0
appreciate response worst part losing non refundable hotel orlando crew blamed wind hoping delays,negative,0
years ago lost miles bc physically unable fly period submitted doctor note,negative,0
keep calling help line keeps saying busy help amp call back late flightr week,negative,0
still thinking pjs may sold love board us come,positive,1
sitting plane many predictable mechanical problems still onboard getting bad,negative,0
sun supposed mon pm today,negative,0
lavatory freezes problem nitrogen line low tire inflating equipment malfunctioning aa,negative,0
flight us ric dfw cancelled flightled yesterday amp hold w cust service pm est hours answer,negative,0
phl take hour offload bags especially taking min get jetway get plane landing,negative,0
missed set hotel flights delayed sfo hours missing wedding festivities friend,negative,0
thank miss much link blog changed,positive,1
months ago best catering domestic airlines today worst planet flown almost,negative,0
tried book us another airline wish flown stuck fl til weds,positive,1
employees angriest angst iest group people anywhere except tasha check iah,negative,0
thank much appreciated,positive,1
days maybe,negative,0
great job looking forward next trip able use new feature,positive,1
luggage contents destroyed outbound trip last week amp inbound lastnight philadelphia careless,negative,0
tweet day get live cust rep make sure world knows care customers health,negative,0
another great flight amp crew las vegas chicago thanks,positive,1
disappointed service received checked online checked flight status online checked airport,negative,0
redeemed flight call negotiate thank lord heading home,negative,0
flying home event tomorrow pushed back flight ticket get home time,negative,0
loved,positive,1
sure trust statement many small numbers words,negative,0
understand busy still gotten answer need get home guys helped,negative,0
love told would issue refund get us way hurricane denied,positive,1
get act right lost customers staff let us take approved carry half empty flight,negative,0
serious firing needs happen hnl broke wheelchair loaned broke mine,negative,0
free like airlines anymore,negative,0
okay actually tea kinda guy anyway thanks,positive,1
always happy help,positive,1
united doesnt give shits customers,negative,0
thx gate agt john pascucci finding us flight clt pvd original one cancelled flightled,positive,1
flight attendant angel awesome kudos,positive,1
always look forward jb rt looking forward welcoming onboard,positive,1
chance hell rather walk worst airline ever,negative,0
late flight damage done easily worst airline experience life missed two connecting flights amp days work ua,negative,0
us costing get home today reason send receipts reimbursed,negative,0
got taken care thank lt,positive,1
thanks causing us miss connection hour delay flydeltanexttime,negative,0
thanks epic service always pleasure outstanding crew,positive,1
sitting plane hrs gate due computer sys issue point cancelled flight flight ridiculous,negative,0
hold let use companion voucher online,negative,0
yes go pick pay cab ride rude employee poor customer service,negative,0
would take long credit card company says card charged yet take days,negative,0
lovely flight back mia lhr great crew thanks,positive,1
serious thread maybe guys read fail,negative,0
good know phone customer service still impaired due bad weather week ago jetblueanyone,negative,0
policy makers need change mindset aviation flying,negative,0
days hours hold day charge double flights even fix worst service ever,negative,0
second sat tarmac hrs told would mins,negative,0
kind unnerving watch guy deicing plane text phone whole time,negative,0
says changes made online,negative,0
thanks guys got hold someone really awesome service appreciate,positive,1
dm sent thanks help,positive,1
found flight hrs offered flight voucher hrs lose seat neglect get nothing,negative,0
hold minutes better time call getting ridiculous,negative,0
would think would clean ramps jet stuck snow newark would never happen,negative,0
glad finally resolved bad get free voucher go mine friend travel next time,positive,1
thank tried said anywhere else try,positive,1
spoken emailed jb team explained situation didnt seem matter anyone guess expected,negative,0
lucky still flying today landing gear failure get act together help us sit kids,negative,0
would love dm twitter app says following,negative,0
makes flying fun flight crew led plane singing happy birthday one guys luvintheair,positive,1
sloppy stuff see anymore united raised expectations team poor,negative,0
thank much,positive,1
rebooked called left number callback heard anything flight tomorrow,negative,0
need assistance due incompetence need reschedule connection never fly,negative,0
flying dca bag iad already late flight meetings work call number land,negative,0
believe cancelled flighted yesterday guess goes back notification united cancelled flightlation,negative,0
claim weather hardworking crew pulling seats plane right thing know,negative,0
worried great ride new plane great crew airlines like,positive,1
changed flight st louis thanks reply though,positive,1
missed daughter suppose dpt ord pm dpted pm checked week average ua shameful day average pm,negative,0
reschedule cancelled flightled flights online change button greyed,negative,0
thx sent dm,positive,1
booked flights charged twice means redeem cc points properly would gone elsewhere,negative,0
guys continue impress crew mco gate helped family seat issues professional,positive,1
departed hours late flightr crazy crew one lady simply freaked got away job departure,negative,0
cstsvc phl honors ur system reality rcd change hpn extra hours phl get cle,negative,0
southwest scheduled fly costa rica march book online available,negative,0
gotcha thanks update ready go whenever enjoy evening,positive,1
arrived pm eastern deplane crjs airstairs icy tarmac valet bags sent carousel pm,negative,0
landed mco still bag supposed give disney magical express livid,negative,0
need work harder disconnect intention reality passengers face,negative,0
hey flight iah pos leave late flight one back iah early rather get pos earlier,negative,0
totally would outside view even camera ready haha evenmorespace evenmoreview,positive,1
paid upgrade first class went admirals club phx airport turned away flight cun mc,negative,0
flight cancelled flightled need get back cleveland options,negative,0
need help locating bag arrived denver last night midnight charlotte flight hayden steamboat,negative,0
need get together flights cancelled flightled stranded car baggage lost never get right,negative,0
glad mean excuse inefficiency took min bags arrival flight,negative,0
thanks getting home denver tonight despite snow,positive,1
twitter says dm someone unless follow follows twitter thanks,negative,0
glad see going fix please dm confirmation check,positive,1
took cost flights bank account get refund weeks loyal customer,negative,0
thanks,positive,1
put hold hrs got call back pm wait hold another hour,negative,0
giving direct flight iah honolulu rd attempt years rd delay meal voucher wow customer service,negative,0
thanks much sharing added site,positive,1
thank empathy story luggage thank reaching,positive,1
called jet blue get explanation make sure would happen future told write fraud dept,negative,0
maintenance flight landed jamaica go security get term cleaned board,negative,0
pathetic gate agents lie face fault,negative,0
first base already like style,positive,1
issue fact one even called despite promises confirm bag location,negative,0
hard tell told wifi worked one side plane,negative,0
thank kind response acknowledgement apology go long way southwestrocks,positive,1
dm hold customer service long time min getting run around thanks,negative,0
hours counting kind travel voucher get,negative,0
understand much often seems like quick request desk takes questions asked,negative,0
yes supposed pm board meeting tomorrow fingers crossed,negative,0
flight cancelled flightled need rebooked online answering calls help,negative,0
great thank,positive,1
rt fleet fleek,negative,0
spoke corp customer support already shame probably reasonable cheaper resolution regards,negative,0
beautiful fleet perfect evening fly,positive,1
finally take thanks customer service g reps c ctl idea caused system failure,negative,0
pay accommodations ones cancelled flightling reason know saying lying cause weather,negative,0
yeah told would next flight drove wasnt drove second time,negative,0
exhausted amp frustrated link fb post abt travel issue,negative,0
seat assignment policy let us choose seat change us two weeks late flightr,negative,0
faster way get columbia sc making stay clt night delayed flight,negative,0
gate agents dfw gate b pathetic tonight terrible communication stories changing apathetic,negative,0
please dm speak regarding receipts email presidential level complaint,negative,0
really one book dividend miles travel literally hold since pm pm noexcuses,negative,0
really frustrating endlessly waiting phl ground crew taxi us pm night taking long,negative,0
would even consider continuing point program received perks continued bad customer service senseless,negative,0
freaking fact fixing engine charlotte orlando longday,negative,0
hour mechanical delay killing,negative,0
hate get bumped seat selected amp empty row moved another seat non empty k flt nonupgrade,negative,0
allowing passengers flight block exit plane,negative,0
understand even put hold says try late flightr goodbye,negative,0
thank guys best,positive,1
crew great job keeping everyone informed delays givethemraises,positive,1
home amp hr late flight thanks service centre plan involved flight legs across na full days,negative,0
thought u merged usairways sucks worstever,negative,0
talked supervisor jeanine help minutes talking nothing,negative,0
cancelled flights flights arbitrarily itinerary weekend ruined good reason crew missed monday mtg,negative,0
thank speedy response figured may something nature guys fine print haha,positive,1
news gate options,negative,0
gtsvyb says cancelled flightled try check,negative,0
thank appreciate response,positive,1
thank,positive,1
oh well get cancun eventually,positive,1
assistance helpful frustrating disappointing experience amp w small children inconvenient,negative,0
really nice though snack fridge get take stuff like dorm common room genius,positive,1
pillows blankets flight home people bad things hair,negative,0
despite bag making newark good informative email tracking updates help,positive,1
grk file reference,negative,0
united unable look flight reservation passenger name yyz check counter wow smh customerservice,negative,0
day amp still luggage chkd status awaiting asgmnt driver since yest,negative,0
ok worries thanks straight story appreciated,positive,1
moveup policy really sucks united hour policy status wanting move,negative,0
profit really give damn paying customers greed,negative,0
hold w customer service line minutes phone agent min b f call droped,negative,0
could get us flight minutes funeral starts stranded dallas w luggage days,negative,0
dm confirmation code thanks help mommy daddy kids appreciate,positive,1
sloooooow today,negative,0
aggravated baggage fees disappear gas prices dropped,negative,0
longer flights series wifi great retire,negative,0
sea den south sound volleyball team way,positive,1
duh baggage claim hours counting flights amp,negative,0
flight phl fll cancelled flighted flight available done sw,negative,0
thank thank thank,positive,1
boston self service swipe yr boarding pass gate difficult tag bag easy improvetheprocess,negative,0
wichita falls airport worst never fly unknowledgeable staff,negative,0
people pre boarded needed wheel chair plane case boarding,negative,0
vouchers cancelled flighted flight due weather today issue broken tire vouchers cause tire broken weather nomoaa,negative,0
everyone deserves red carpet tx destroy luggage amp give voucher like want fly w,negative,0
today finest could prevented one gate agent advising passengers,negative,0
customer service,negative,0
bag supposedly boston,negative,0
exasperating difficult time flight booking problems error message says undergoing maintenance really,negative,0
choose seat online booked smh,negative,0
case needed confirmation fleek dead amp gone rt fleet fleek,negative,0
actually still parked,negative,0
continually getting put hold painfully inexperienced people calling platinum desk,negative,0
flight vx headed la jfk dirtiest va plane ever sad great airline,negative,0
best way kill nine hours airport flights full airline put standby stranded,negative,0
protected flight gate agent kerry las also excellent job getting destination today thanks,positive,1
hung customer service waiting min hold guess vacation happening website working,negative,0
gladly take loyal customer money cause inconvenience nothing help fix problem caused,negative,0
hold hour,negative,0
checked flight sfo lax amp told atlantic flying club gold get benefits,negative,0
fleet fleek smh yall expect trust childish airline life nah,negative,0
bags leave washington yet would convenient seeing left day ago unitedairlines lostluggage,negative,0
worst flying experiences ever past three days airline needs get together lost customer,negative,0
thanks,positive,1
disappointed least could give us access admirals club hour flight wedding,negative,0
earlier reflight booking problems flight get screencap said unspecified error call swa,negative,0
omg thank u,positive,1
yep correct got email flight cancelled flightled matter flight atl delayed thx,negative,0
best agent could put flight arriving tomorrow afternoon six hour layover,negative,0
kudos crew flt today specially carlton loved new keep good work aa,positive,1
third wheelchair broken,negative,0
cancelled flightled flight avail flight phl today u said sold buy nd ticket u need refund,negative,0
gr mint crew flight lax mintalicious truebluelove shelleyandmarcrock travel air,positive,1
name jane wanted call,negative,0
dmed aa amp phone amp someone call point response resolve anything,negative,0
san diego hour delay jfk even amex jetblue even travel miles still nothing,negative,0
put bad mood angry since spagnuolo coached rams,negative,0
boarding agents phone taking care k travellers link reservations,negative,0
great job communicating passengers flight exist anymore,negative,0
hours friend rebook trip korea cancelled flightled connecting flight chicago idiotic,negative,0
hold hours trying reschedule cancelled flightled dca bos flight anyone help,negative,0
offering us rooms people fail,negative,0
starting without robotic response,negative,0
usairways unacceptable holdtime really,negative,0
best u could might get refund within billing cycles months u guys asking another chance done,negative,0
look beauty dc united airlines hope like beauty,positive,1
way fly elevate gold,positive,1
poor experience day ord chkin emp w cust waiting asked speak w supervisor told min mtg,negative,0
thank integrating passbook ios works much better,positive,1
hey dm working ua,negative,0
flight chicago buffalo hour flight care safety,negative,0
flight delayed hours deadhead crew lets make paying customers wait great service usairways,negative,0
ewr agent barbara fabulous example cust serv pleasure talking,positive,1
still update text amp still response email fr sr feel like yr losing customer service care,negative,0
yes valuable time lost,negative,0
last thing want deal w mon already waited suggested wait time hope get call back asap,negative,0
priority baggage evidently means comes last,negative,0
hard add meal preferences booked tickets forgot amp impossible even called,negative,0
thanks team dealing flight houston,positive,1
link work,negative,0
flight landed min told stay plane pulled gate amp little information,negative,0
situation jfk evening going get better worse cancelled flight flight like yesterday h delayed,negative,0
yall trying fly chicago live send home bullshit ass customer service,negative,0
glad mentioned took first virgin flight years back transformative experience,positive,1
aa staff refusing allow woman board departure sign still boarding,negative,0
fail southwest changes flight different time city blames correct furious,negative,0
called paris office morning still waiting miami apparently tag taken,negative,0
disappointed toll free number terrible customer service flight cancelled flightled would like get home,negative,0
trying change time flight already purchased told pay change fee ridiculous,negative,0
offered voucher switch flights voucher offer exist amp gate agent switched delayed flight,negative,0
hope system hacked cause someone else passport info reservation amp get boarding pass,negative,0
oh totally looks par admirals club way slide us couple passes,positive,1
failingyourcustomer one one,negative,0
orthodoc call flight glad service,positive,1
thanks much wait fly guys,positive,1
miles account informed forfeit bc months inactivity,negative,0
took one window also fun get motion sick,negative,0
line airport right cover hotel fair sleep airport,negative,0
even change could made online instructed call agent maybe syastem allow agents link passengers,negative,0
vegas san francisco baltimore san diego philadelphia far frequent business traveler,positive,1
good luck thanks,positive,1
thank,positive,1
got another flight thanks,positive,1
today wait violation dot passengerbillofrights,negative,0
care customers break gear tell u anything media filmcrew,negative,0
nice take flight level consistency service flight attendants quality control,negative,0
work call gets cut still holding dfw looking better tomorrow,negative,0
flight delayed every hour since,negative,0
always mosaicmecrazy sunrise bestairline nofilterneeded amp love flyfi,positive,1
least could would refund one way ticket buy since able accommodate thank,negative,0
sitting plane hour unacceptable complete disregard customer service,negative,0
goodwill x fine still want new ceo make public apology passengers flight,negative,0
hi jp help awesome tsa representative able get taken care thank,positive,1
finally got phone hour wait time,negative,0
new mileage policy awful might paid slightly united miles difference,negative,0
beginning feb called united said would send another voucher mail never got anything tiredofwaiting,negative,0
nothelpful mt call volume extremely high today apologies please continue contacting reservations assistance,negative,0
almost million miles w u loyal u r u going reciprocate joke,negative,0
wife flight changes due weather cant checkin return flight fails possible usair cancelled flightled,negative,0
asked needed take yellow tag said told expect personal apology unacceptable,negative,0
clueless kind rez agnt contacted usair around midnite told missed funeral,negative,0
person go number one standby list number twelve three hours super platinum diamond status,negative,0
flt cancelled flightled get email happened courtesy phn call book diff airline amp city,negative,0
weight restriction try get many plane,negative,0
let us gate ua,negative,0
apologies thin even offer hotel vouchers stranded customers,negative,0
would rather plane get exposed nasty contagious virus work wth get flight changed late flightr date,negative,0
way go flying denver today must airline cancelled flighting delaying flights flyswa denverairport,positive,1
mr way thought id detail extravaganza dobetter please,negative,0
run engine troubleshoot issue boarding plane another plane aa miatoiah,negative,0
supposed vieques pm,negative,0
wife month old might miss flight next direct pm mother law hold customer support,negative,0
thank help resolving problem shannon rocks even though rhonda,positive,1
thank,positive,1
point wait another weeks u r one airlines refuses handle complaints phone,negative,0
one find bag need everything next two hours,negative,0
tried speaking multiple people reservations desk min hold waivethefee poorcustomerservice neptune,negative,0
oh sure planned occurs absolutely consistently usually yyj flight cancelled flightled daily,negative,0
planned book additional flights tonight hrs working one trip worn enoughisenough,negative,0
routing system goes grounds long haul flights think failover plan,negative,0
absolute best team customer service ever every time fly delighted thank,positive,1
r u serious min delay americanairlines aa ohio dallas missed connecting flight,negative,0
hrs yet,negative,0
flight iad sat outdoor track hour,negative,0
tough take zero meaningful assistance stranded days another matter looking signs care abt cust,negative,0
says person delayed hours sitting runway wailing baby,negative,0
please give special thanks aaron tampa office helping literally two hours amazing mission accomplished,positive,1
also told agents issues prob k fine get compassion others dealing w,negative,0
yes without bags first class tickets tahiti would nice saying,negative,0
disappointed missed connection roc slc reimbursement even tho friend pilot said due atc,negative,0
supp biz traveler like customer service like neverflyvirginforbusiness,negative,0
work hard making sure things flow smoothly keeping positive,positive,1
make reservation make excuses usairwaysfail,negative,0
set fly bad first date giant metal bird machine even brought snacks,positive,1
best follow please,positive,1
status flight xna dfw getting different reports,negative,0
flight let us plane please go gate absurd,negative,0
way getting back plane airline calling get refund drive hrs home,negative,0
question given food vouchers use plane come,negative,0
cancelled flighted flight went another airline leave day cancelled flighted also called jetblue amp got flight,negative,0
flights leaving dc today flight cancelled flightled hold hour,negative,0
sorry like general way sorry incompetence understaffing compounding weather issues,negative,0
customer service solution might miss show,negative,0
love guys amp gonna let finish hold hour trying book flight w voucher,negative,0
need get cousin pdx days travel hire sitters til arrives thx,negative,0
wonder misery considered damage breach contract lawsuit lawyerup,negative,0
must send note good words,positive,1
never got cancelled flightlation text morning either bushleague number call weakservice,negative,0
flt aa got cncled cant get hold csr get alternate arrangement plz help,negative,0
understand air delays control terrible telephone support apps online access work,negative,0
worry used initiative arriving much earlier planned,negative,0
ummmm think us air computers hours flight hours late flight,negative,0
hold mins cancelled flighted international flight country leave call back help,negative,0
love tv ad girl dancing makes laugh every time want take trip,positive,1
wow awesome videos guys great work bluemanity corevalues passion aerojobmarket avgeek,positive,1
maybe comped quietly accepted delays cancelled flightations instead irate less issues justsaying,negative,0
missing flight reflight booking problems x walked onto another flight phone still seat,positive,1
thank reply emailed customer care department experience,negative,0
weeks ago awesome bright vibrant habitrails,positive,1
rude customer svc accommodate earlier flight w charge us mail takes priority customers badservice,negative,0
horrible experience key west lost luggage called check amp told call back reconsidering flight back,negative,0
thanks fresh food cross country flight making connection close time eat tpa dfw lax,negative,0
commitment excellence b praised get wrong city days late flight right one days late flight customerservice,negative,0
flight vegas boston today checked online bag count register fix somehow,negative,0
thank u secured room night thx helpful customer service rep n dorns thanked u goodenoughmother,positive,1
would anything tickets vegas anything love imagine dragons much,positive,1
flight jacksonville fl dallas showing cancelled flightled going rebooked another flight,negative,0
sincerely thanking pilot flight braving snow getting home amongst many cancelled flightlations,positive,1
tried calling times past days keep getting told call back someone please help,negative,0
always fan maybe next time fly real customer service,negative,0
wow regina told file request lost bag statement finish travel get dc argg,negative,0
friends sitting houston since flight cancelled flighted still answers badcustomerservice voucherwhatajoke,negative,0
hearing lot instead feedback get back home,negative,0
believe team told us,negative,0
get gin amp tonic,negative,0
admirals club clt rude ignorant front desk staff fallen far thanks doug parker,negative,0
would like send email lost found jetblue jfk spoke morning cannot drive today,negative,0
thank,positive,1
real live person talk person whose luggage lost days vacation wrecked,negative,0
reason whole travel experience nightmare,negative,0
agent rick clifton sea hou told father dying needed get handbag cabin nothing shameful,negative,0
booked seat ended last row labeled occupy play musical chairs mins unacceptable,negative,0
sounds great thank,positive,1
sis month old nephew last nights flight mega delayed evening starting w delays,negative,0
point pic reps struggle merger much imagine public,negative,0
hold half hours thanks cancelled flighting flight notifying,negative,0
amazing customer service raeann sf best customerservice virginamerica flying,positive,1
hey least guys honest customers unlike,positive,1
thank correctly interpreting last tweet non sarcastic delaying flight yyz terminal dance party,negative,0
already follow one number agents rebooked went ugh,negative,0
helped problem easily nice guys rock,positive,1
trying book awards september need flights show even w many award seats availab,negative,0
yes thankfully catering got loading frustrated supposed,positive,1
going make wait phone long time least turn ads eating away soul,negative,0
would pay reactivate points useful certain flights even worth,negative,0
point offering flight next day expect pay hotel cancelled flightled,negative,0
miraculously fixed plane kudos shoe ever,positive,1
dollar rt ticket chicago yes please,positive,1
submitted customer care form jan th still response little longer business days,negative,0
yes called uk number skype well worth recommend others,positive,1
first class service us phl mco today flight attendant f catch name top notch,positive,1
ur service shitty pilot never showed waited hours another pilot supposed come cancelled flighted,negative,0
fleet fleek plz stop,negative,0
member staff phl gave us excellent customer care shame said past hours,negative,0
suck ruined day vacation even june,negative,0
lastly company trying put love flying would nice someone personally address concerns,negative,0
thank reaching hopefully request fixed remain loyal customer,negative,0
neglected mention fee per ticket medical reason still jump thru hoops,negative,0
flight sf nyc made philly ur customer service telling refund last leg offensive,negative,0
filled form twice email lost item code verify received,negative,0
waiting bags min phl bag claim,negative,0
concerned gate attendants c afternoon nocommunication nocrew,negative,0
thanks finding lower fares already carriers direct flights july,positive,1
else would know denied,negative,0
jet blue cancelled flighted ticket amp never reissued,negative,0
complimentary hotel vouchers bs night crappiest hotel ever wish worst enemy,negative,0
something tell crew job,negative,0
ive tried phone laptop,negative,0
sunny gorgeous ny actually real reason,negative,0
aw thanks kind words totally makes extra hours sitting airport soooo much better,positive,1
wronganswer talk cheap customer service action making things right customer fail,negative,0
hmmm says im following got de iced still haning around runway clear,negative,0
horrible flight,negative,0
thank,positive,1
sat airport hrs still sitting gate sigh,negative,0
lost sunglasses flight okc iah morning takeoff way retrieve,negative,0
fyi last email response undrstnd wasnt best hope wlcm u back onbrd n future nice touch lol,negative,0
excuse poor website flight booking problems options yearly vacation fall ubetter smth,negative,0
makes small improvements retains program win keep crappy food change advantage lose,negative,0
help get response usairwayssucks,negative,0
wounded vets stuck hv trouble agent help hold answer twitter pls respond,negative,0
smoooothest flight attendants southwestsmoothie,positive,1
airways reveals bluemanity livery travelpulse,positive,1
shame va making people spend money stranded cities airlines landing jfk reimburse,negative,0
isnt simple issue generally set check baggage policies logan general unhelpfulness employees early,negative,0
rocks open letter flight attendant lt child inspired thank,positive,1
gate attendant let someone board whose boarding pass kept reading invalid messed passenger log,negative,0
weather logistics hold minutes called get desk agents,negative,0
flt clt day supposed depart still crew schedule contact pilot,negative,0
checked day cho needs added please evaluate,negative,0
upon entering plane stewardesses water please take seat,negative,0
get thru phone use credit expire frustrated aa com,negative,0
hold reschedule flight hours please help phone batteries soon,negative,0
let say directly correlate flightd chance replacement case know would cost airline less,negative,0
another delayed flight likingyoulessandless,negative,0
please get plane together go jetblue,negative,0
next flights miami another airline,negative,0
forget without customers would business epicfail usairwaysfail,negative,0
helped baggage service desk said bc tsa screening fll bags made bag ewr,negative,0
thank yes hoping speak someone directly appreciate link nonetheless,negative,0
thanks great customer service family made back sat safely weather dfw made things little worrisome,positive,1
turned non stop flight laguardia dal stop stl wth thinking sorta comp order really,negative,0
still selling tickets rebooked people arrive destinations time,negative,0
next time volunteer let gate check bag space since obviously deliver timely manner,negative,0
next plane broken seat row another hour delay mad,negative,0
merged airlines work ff programs frustrating gate agents busy pouting care attitudeissues,negative,0
friendly efficient air attendants coach ua,negative,0
want treat platinum two gold flyers,negative,0
deal flt today departure keeps changing going late flight,negative,0
another glitch,negative,0
hrs late flightr finally taking,negative,0
nope even better seats due w amp b first raise hands got move fast enough,positive,1
definitely new favorite airline,positive,1
see board tomorrow,positive,1
sure help flight experience terrible planes dirty staff rude start perhaps,negative,0
worst flying experience guys need better,negative,0
newest delay right,negative,0
delayed flights suck getting worse,negative,0
rebooked get notified cancelled flightled,negative,0
suggestions hold hrs flight pass departure dealing w ny weather need change,negative,0
thanks aa upgrade today getting new flight first one cancelled flightled,positive,1
never experienced worst customer service placing blame codeshare partners assuming responsibility unacceptable,negative,0
still waiting reps show mins waiting freezing weather waiting cab,negative,0
last year flights delayed cancelled flightled done,negative,0
many missed connections already b c delayed flight finally board soon,negative,0
nice see veterans advantage program gate sunday mco keep good work jetblue,positive,1
maybemange airline alittlebetter arrived lax gate howisthatpossible always thing w u,negative,0
delay flight bdl mco need get florida amp races daytona,negative,0
right fun especially much choice lol curvygirltravels,negative,0
good morning tamara try get comfortably flight soon noxtralegroom nocoatcloset,negative,0
yall tried little bitty plane flying boston hate little planes,negative,0
voucher give us hotel useless call number say rooms available expect,negative,0
prepared hours hold times,negative,0
never fly us airways,negative,0
disappointed u didnt honor credit given ur mistakes taking business elsewhere,negative,0
profit maximization top priority nothing else even registers dinosaurs,negative,0
actually true get seat online big hassle policy totally dishonest misleading faa,negative,0
although stranded chicago hare another hours chance cracker jack service team could provide meal,negative,0
travel lot get still fave ewr cleveland w min layover connect dc best option come,negative,0
go thru details flight want w recording repeat real person gets line,negative,0
currently dancing terminal love stevie,positive,1
jetblue treated right disabledtraveler thanks hassle flight,positive,1
flight booking problems section website seems broken chrome might wanna look,negative,0
thanks making miss meeting dallas dollars toilet,negative,0
flight jfk sfo pure awesomeness mint class tim attendant best airlines take notes,positive,1
sent screen shot incident report,negative,0
arriving two hours late flight clt sitting tarmac move plane gate unhappy customer,negative,0
flight ua descending farce left ewr yet going get worse,negative,0
time finally get dallas could driven less frustration cheaper,negative,0
know hour got live person messes arrival car plans two airports costing us,negative,0
yep used twice case id numbers assigned tried get screen says thank submitting request,negative,0
yet waiting connected agent,negative,0
overweight flight sold tickets seats know let call,negative,0
bs noise late flight norahm,negative,0
fail see telling caller bag may take hours get jfk brooklyn best,negative,0
worst customer service experience ever united airlines,negative,0
pilot ua landed plane like gently placing us pile whipped cream smoothest landing ever,positive,1
screwed big st flight hr late flight made nd flight csm daryl let plane,negative,0
good info already signed options none sound like applied missing emails,negative,0
ice cream front solid,positive,1
frustrated loooooong wait time speak live person cannot get boarding pass flight tomorrow,negative,0
thank thankful feelingtheluv,positive,1
keep dialing guys day get callback queue,negative,0
trying charge us dollars cash tickets paid months advance isthisreal nevertoldus jetblue neveragain,negative,0
want file formal complaint disgruntled employee laguardia ruined mltple people travel plans yesterday,negative,0
fantastic thanks try tweet photo view,positive,1
gave credit late flight flight yesterday great service wow moment unexpected gesture,positive,1
asked reimbursement something like miles added account told call customer service,negative,0
appreciate actually monitor twitter please pass along feedback tried calling times days,negative,0
joke mail receipt yet mail payment fly hand right,negative,0
non existent take far needed hide behind corporate logo provide number tcf useless amateur,negative,0
really u land philly hours flight wait hours behind plane got stuck,negative,0
flight attendants really funny sass giving life,positive,1
premier gold desk changes flight waives fees gives wrong flight jana acosta salt lake refuses service angry,negative,0
hard believe since staff sfo checked someone name ritacomo flew ewr day,negative,0
definitely trip remember ewr sti second season first seat pays loyal,positive,1
sitting bird aa hrs dfw tarmac water would nice manners,negative,0
please respond hold reservations line hour minutes would really appreciate,negative,0
minutes im trained cmon better,negative,0
american airlines suppose,negative,0
email address username sign available,negative,0
many trees die stop trying sell us credit card optout,negative,0
promotion e mail today vegas jamaica defective link vegas sweepstakes times error,negative,0
seattle check desk servicing full service line desks servicing priority full srvc wait minutes customer svc fail,negative,0
finally hung hours able get flight needed stuckintampa,negative,0
stopped flying yr ago bc aggressive policy carryon listening pssngrs forced chk notcomingback,negative,0
thx smooth landing today applauded u abt weather takemeback,positive,1
really glad waited phone hour sent voicemail customer service sucks nothing,negative,0
many trips coming see soon,positive,1
needed asap make today flight,negative,0
guys rip could cancelled flight every flight booked employees would buyer beware,negative,0
arrival delayed nearly hours yeah entire day airport idea stress less vacation fail,negative,0
